id,site,observer,date,day,month,year,date_format,juldate,start_time,timeformat,time_interval,species,species_format,dist1,dist2,dist3,dist4,dist5,total,detection,detection_format,temp,sky,wind,x,y,accuracy,location_notes,general_notes
brenstemd1-153-2013-3,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,3,CARW,carw,.,.,.,1,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-3,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,3,UNID,unknown,.,1,.,.,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-3,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,3,CACH,cach,.,.,.,.,1,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-2,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,2,CACH,cach,.,.,.,.,2,2,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-2,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,2,BLJA,blja,.,1,.,.,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,CACH,cach,.,.,.,2,.,2,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,EABL,eabl,.,.,.,1,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,CARW,carw,.,.,1,.,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,SOSP,sosp,.,.,1,.,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,BLJA,blja,.,1,.,.,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,DOWO,dowo,.,.,1,.,.,1,A,a,75,0,1,.,.,.,.,.
brenstemd1-153-2013-5,brenstemd1,sck,2/6/2013,2,6,2013,6/2/2013,153,7:55:00,755,5,NOCA,noca,.,.,1,.,.,1,A,a,75,0,1,.,.,.,.,.
