hub,site,observerPc,date,startTimePc,timePc,speciesPc,species_format,distancePc,countPc,detectionPc,notesPc
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,CHSW,CHSW,21-30,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,2,CACH,CACH,11-20 ,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,2,CARW,CARW,41-50,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,2,AMCR,AMCR,11-20 ,2,Visual,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,NOCA,NOCA,21-30,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,NOCA,NOCA,41-50,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,BLJA,BLJA,11-20 ,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,BLJA,BLJA,21-30,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,TUTI,TUTI,11-20 ,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,TUTI,TUTI,41-50,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,5,WBNU,WBNU,41-50,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,AMRO,AMRO,21-30,1,Auditory,"very quiet, almost no activity in the yard"
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,HOSP,HOSP,21-30,1,Auditory,"very quiet, almost no activity in the yard"
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,MODO,MODO,11-20 ,1,Visual,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,AMGO,AMGO,21-30,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,SOSP,SOSP,41-50,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,HOWR,HOWR,41-50,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,3,CARW,CARW,31-40,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,2,DOWO,DOWO,41-50,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,5,HOSP,HOSP,31-40,1,Auditory,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,5,BHCO,BHCO,11-20 ,1,Both,.
DC,SALOSHEMD1,DLN,6/14/2016,6:57,5,COGR,COGR,0-10,1,Both,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,CARW,CARW,11-20 ,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,TUTI,TUTI,0-10,3,Visual,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,TUTI,TUTI,11-20 ,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,CACH,CACH,0-10,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,CACH,CACH,0-10,1,Visual,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,CACH,CACH,21-30,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,AMRO,AMRO,0-10,1,Visual,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,AMRO,AMRO,21-30,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,WBNU,WBNU,0-10,1,Visual,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,2,NOCA,NOCA,11-20 ,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,3,YSFL,NOFL,31-40,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,2,BGGN,BGGN,0-10,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,5,NOCA,NOCA,0-10,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,5,REVI,REVI,41-50,1,Auditory,.
DC,SANFCARMD1,MAR,7/14/2016,6:55,5,RBWO,RBWO,21-30,1,Visual,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,FICR,FICR,21-30,2,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,FICR,FICR,31-40,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,CARW,CARW,31-40,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,EATO,EATO,41-50,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,NOCA,NOCA,21-30,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,NOCA,NOCA,31-40,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,3,NOCA,NOCA,41-50,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,2,TRES,TRES,31-40,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,2,BLJA,BLJA,41-50,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,DOWO,DOWO,11-20 ,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,WBNU,WBNU,21-30,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,GRCA,GRCA,0-10,1,Visual,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,SOSP,SOSP,31-40,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,AMRO,AMRO,11-20 ,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,BLJA,BLJA,31-40,1,Auditory,.
DC,SOLLCHRMD1,VEM,7/1/2016,7:01,5,GRCA,GRCA,21-30,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,3,NOCA,NOCA,11-20 ,2,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,3,NOCA,NOCA,21-30,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,3,CARW,CARW,11-20 ,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,3,BLJA,BLJA,41-50,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,3,HOFI,HOFI,0-10,1,Visual,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,5,HOWR,HOWR,21-30,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,5,NOCA,NOCA,31-40,1,Auditory,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,5,RBWO,RBWO,31-40,1,Visual,.
DC,STANJEFMD1,KJW,7/2/2016,6:48,5,GRCA,GRCA,11-20 ,1,Visual,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,3,AMRO,AMRO,0-10,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,3,MODO,MODO,31-40,2,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,3,HOSP,HOSP,0-10,2,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,3,COGR,COGR,21-30,4,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,3,BLJA,BLJA,41-50,2,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,2,NOCA,NOCA,11-20 ,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,5,HOWR,HOWR,21-30,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,5,HOWR,HOWR,31-40,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,5,CARW,CARW,11-20 ,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,5,HOSP,HOSP,0-10,4,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,5,COGR,COGR,0-10,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,2,HOSP,HOSP,0-10,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,2,AMCR,AMCR,41-50,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,2,NOCA,NOCA,21-30,1,Auditory,.
DC,STUECHRVA2,KJW,6/24/2016,6:56,2,CACH,CACH,0-10,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,GRCA,GRCA,11-20 ,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,TUTI,TUTI,0-10,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,CHSP,CHSP,41-50,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,CHSW,CHSW,21-30,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,TUTI,TUTI,11-20 ,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,SOSP,SOSP,21-30,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,NOCA,NOCA,21-30,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,3,NOCA,NOCA,31-40,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,2,TUTI,TUTI,0-10,3,Visual,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,2,CACH,CACH,31-40,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,5,CACH,CACH,11-20 ,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,5,AMCR,AMCR,31-40,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,5,DOWO,DOWO,21-30,1,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,5,AMGO,AMGO,11-20 ,2,Auditory,.
DC,TRAUPATVA2,MAR,6/25/2016,7:05,5,AMCR,AMCR,41-50,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,HOWR,HOWR,0-10,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,HOWR,HOWR,21-30,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,MODO,MODO,11-20 ,2,Visual,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,EATO,EATO,31-40,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,AMRO,AMRO,21-30,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,HOSP,HOSP,11-20 ,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,NOCA,NOCA,11-20 ,2,Visual,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,GRCA,GRCA,0-10,2,Visual,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,3,GRCA,GRCA,11-20 ,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,2,BLJA,BLJA,21-30,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,2,BHCO,BHCO,11-20 ,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,2,GRCA,GRCA,41-50,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,2,DOWO,DOWO,41-50,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,5,HOWR,HOWR,0-10,1,Visual,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,5,CARW,CARW,21-30,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,5,NOCA,NOCA,11-20 ,1,Visual,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,5,SOSP,SOSP,21-30,1,Auditory,.
DC,VONGJENMD1,MAR,7/7/2016,6:53,5,AMRO,AMRO,0-10,1,Visual,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,CARW,CARW,11-20 ,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,AMCR,AMCR,31-40,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,AMRO,AMRO,21-30,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,HOSP,HOSP,11-20 ,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,SOSP,SOSP,41-50,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,HOSP,HOSP,0-10,1,Visual,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,3,AMGO,AMGO,31-40,1,Auditory,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,2,AMRO,AMRO,0-10,3,Visual,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,5,GRCA,GRCA,0-10,1,Both,.
DC,MUTRCYNVA2,JLM,7/20/2016,6:35,5,MODO,MODO,21-30,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,3,HOSP,HOSP,11-20 ,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,3,BLJA,BLJA,31-40,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,3,SOSP,SOSP,11-20 ,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,3,AMCR,AMCR,31-40,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,3,GRCA,GRCA,0-10,1,Visual,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,2,DOWO,DOWO,11-20 ,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,2,CHSW,CHSW,31-40,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,5,MODO,MODO,41-50,1,Auditory,.
DC,OLONMARDC1,JLM,7/21/2016,6:25,5,NOCA,NOCA,0-10,1,Visual,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,3,NOCA,NOCA,21-30,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,3,CARW,CARW,0-10,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,3,BLJA,BLJA,11-20 ,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,3,SOSP,SOSP,31-40,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,3,AMGO,AMGO,41-50,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,2,CARW,CARW,31-40,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,2,SOSP,SOSP,0-10,1,Both,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,5,HOWR,HOWR,41-50,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,5,BLJA,BLJA,0-10,1,Visual,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,5,NOCA,NOCA,11-20 ,1,Auditory,.
DC,WILLMARVA1,JLM,7/22/2016,6:26,5,DOWO,DOWO,11-20 ,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,NOCA,NOCA,11-20 ,1,Both,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,EWPW,EAWP,41-50,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,CHSP,CHSP,31-40,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,AMGO,AMGO,21-30,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,CARW,CARW,11-20 ,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,DOWO,DOWO,41-50,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,NOMO,NOMO,41-50,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,AMCR,AMCR,41-50,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,3,HOFI,HOFI,11-20 ,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,2,AMRO,AMRO,0-10,1,Visual,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,2,CHSP,CHSP,11-20 ,1,Visual,.
DC,NAYLMICMD2,JLM,7/25/2016,6:15,5,EABL,EABL,0-10,1,Visual,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,3,AMRO,AMRO,0-10,1,Visual,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,3,WBNU,WBNU,41-50,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,3,SOSP,SOSP,31-40,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,2,DOWO,DOWO,21-30,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,2,HOFI,HOFI,11-20 ,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,5,CHSW,CHSW,41-50,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,5,DOWO,DOWO,11-20 ,1,Visual,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,5,RBWO,RBWO,11-20 ,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,5,AMRO,AMRO,11-20 ,1,Auditory,.
DC,PATCLORDC1,JLM,7/23/2016,6:10,5,AMGO,AMGO,21-30,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,GRCA,GRCA,0-10,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,GRCA,GRCA,31-40,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,MODO,MODO,11-20 ,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,BHCO,BHCO,21-30,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,HOSP,HOSP,31-40,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,WBNU,WBNU,21-30,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,3,CACH,CACH,41-50,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,2,HOSP,HOSP,11-20 ,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,2,AMRO,AMRO,21-30,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,2,CARW,CARW,41-50,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,5,EAWP,EAWP,11-20 ,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,2,CACH,CACH,21-30,1,Auditory,.
DC,WISECELMD1,DLN,6/20/2016,7:13,2,NOCA,NOCA,0-10,1,Visual,.
DC,WISECELMD1,DLN,6/20/2016,7:13,5,TUTI,TUTI,11-20 ,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,GRCA,GRCA,0-10,1,Both,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,GRCA,GRCA,11-20 ,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,CARW,CARW,0-10,2,Both,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,NOCA,NOCA,0-10,1,Both,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,MODO,MODO,41-50,2,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,3,BLJA,BLJA,41-50,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,2,AMCR,AMCR,41-50,2,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,5,SOSP,SOSP,0-10,1,Visual,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,5,MODO,MODO,0-10,1,Visual,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,5,NOCA,NOCA,21-30,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,5,BLJA,BLJA,41-50,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,5,SOSP,SOSP,21-30,1,Auditory,.
DC,WIEBFRAMD1,KJW,7/19/2016,6:59,5,EAWP,EAWP,41-50,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,CACH,CACH,0-10,1,Auditory,light drizzle before count
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,SOSP,SOSP,11-20 ,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,HOWR,HOWR,41-50,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,NOCA,NOCA,21-30,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,HOFI,HOFI,0-10,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,COGR,COGR,31-40,3,Visual,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,HOFI,HOFI,41-50,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,3,AMRO,AMRO,31-40,1,Visual,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,2,GRCA,GRCA,0-10,1,Visual,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,2,SOSP,SOSP,41-50,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,5,AMGO,AMGO,0-10,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,5,RBWO,RBWO,41-50,1,Auditory,.
DC,WOODELEVA1,DLN,6/16/2016,7:10,5,HOSP,HOSP,31-40,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,NOCA,NOCA,0-10,1,Visual,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,CARW,CARW,0-10,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,GRCA,GRCA,21-30,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,SOSP,SOSP,41-50,2,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,TUTI,TUTI,21-30,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,TUTI,TUTI,41-50,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,3,EATO,EATO,41-50,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,2,AMGO,AMGO,11-20 ,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,2,HOWR,HOWR,21-30,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,5,CARW,CARW,0-10,2,Visual,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,5,CARW,CARW,21-30,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,5,NOCA,NOCA,41-50,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,5,BHCO,BHCO,0-10,1,Visual,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,5,SOSP,SOSP,21-30,1,Auditory,.
DC,YOUNKIMVA1,KJW,7/10/2016,7:01,5,WOTH,WOTH,21-30,2,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,3,RBWO,RBWO,11-20 ,1,Visual,.
DC,WILDANNVA2,vem,7/21/2016,6:30,3,TUTI,TUTI,31-40,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,3,NOCA,NOCA,31-40,2,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,3,CACH,CACH,11-20 ,2,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,3,GRCA,GRCA,11-20 ,1,Visual,.
DC,WILDANNVA2,vem,7/21/2016,6:30,2,DOWO,DOWO,21-30,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,2,TUTI,TUTI,11-20 ,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,2,CACH,CACH,11-20 ,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,5,WBNU,WBNU,21-30,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,5,SOSP,SOSP,31-40,1,Auditory,.
DC,WILDANNVA2,vem,7/21/2016,6:30,2,TUTI,TUTI,31-40,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,SOSP,SOSP,31-40,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,SOSP,SOSP,41-50,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,CARW,CARW,31-40,2,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,NOMO,NOMO,41-50,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,GRCA,GRCA,21-30,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,AMRO,AMRO,21-30,2,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,RTHU,RTHU,0-10,1,Visual,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,MODO,MODO,41-50,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,GRCA,GRCA,31-40,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,3,EUST,EUST,41-50,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,2,EUST,EUST,11-20 ,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,2,HOWR,HOWR,21-30,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,2,GRCA,GRCA,21-30,1,Visual,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,5,NOCA,NOCA,21-30,1,Auditory,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,5,AMRO,AMRO,31-40,1,Visual,.
DC,SARGMARMD1,KFB,7/23/2016,6:06,5,CARW,CARW,11-20 ,1,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,AMCR,AMCR,41-50,2,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,CARW,CARW,31-40,1,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,CARW,CARW,41-50,1,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,NOCA,NOCA,0-10,1,Visual,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,TUTI,TUTI,0-10,1,Visual,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,CACH,CACH,0-10,1,Visual,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,DOWO,DOWO,0-10,1,Both,.
DC,SCHLROBMD1,KJW,7/25/2016,.,3,HOFI,HOFI,0-10,1,Visual,.
DC,SCHLROBMD1,KJW,7/25/2016,.,2,COGR,COGR,0-10,2,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,5,HOFI,HOFI,0-10,4,Both,.
DC,SCHLROBMD1,KJW,7/25/2016,.,5,WOTH,WOTH,41-50,1,Auditory,.
DC,SCHLROBMD1,KJW,7/25/2016,.,5,WBNU,WBNU,0-10,1,Visual,.
