site,date,point,treespp,treespp_format,check,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6,dbh7,dbh8,dbh9,dbh10,dbh11,dbh12,dbh13,dbh14,dbh15,dbh16,dbh17,dbh18,dbh19,dbh20,dbh21,dbh22,height,height_to_crown,Width1,width2,Condition,notes,year,notes
lucajilmd1,6/30/2014,974 #4,ornamental holly,ornamental holly,ornamental holly,2,1,2,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,1.5,1.5,p,.,2014,
lucajilmd1,6/30/2014,974 #4,ornamental holly,ornamental holly,ornamental holly,2,1,2,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,1.5,1.5,p,.,2014,
lucajilmd1,6/30/2014,974 #4,ornamental holly,ornamental holly,ornamental holly,2,1,2,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,1.5,1.5,p,.,2014,
lucajilmd1,6/30/2014,974 #4,southern magnolia,southern magnolia,southern magnolia,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,10,10,p,.,2014,
lucajilmd1,6/30/2014,974 #4,flowering dogwood,flowering dogwood,flowering dogwood,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1,4,2,p,.,2014,
lucajilmd1,6/30/2014,974 #4,american elm,american elm,american elm,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,12,15,8,r,.,2014,
lucajilmd1,6/30/2014,974 #4,japanese maple,japanese maple,japanese maple,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,3,1.5,p,.,2014,
lucajilmd1,6/30/2014,974 #4,ornamental holly,ornamental holly,ornamental holly,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,2,1,p,.,2014,
lucajilmd1,6/30/2014,975 #4,kousa dogwood,kousa dogwood,kousa dogwood,3,2,4,5,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.5,4,4,p,.,2014,
lucajilmd1,6/30/2014,975 #4,flowering dogwood,flowering dogwood,flowering dogwood,18,6,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2.5,6,3,p,.,2014,
lucajilmd1,6/30/2014,975 #4,flowering dogwood,flowering dogwood,flowering dogwood,18,6,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2.5,6,3,p,.,2014,
lucajilmd1,6/30/2014,975 #4,crape myrtle,crape myrtle,crape myrtle,2,3,3,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,6,2.5,5,4,p,.,2014,
lucajilmd1,6/30/2014,975 #4,bamboo,bamboo,bamboo,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1.5,1,1,p,.,2014,
lyonlynva1,6/26/2014,nestbox,sugar maple,sugar maple,sugar maple,18,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1,4,3,.,.,2014,
lyonlynva1,6/26/2014,nestbox,white pine,white pine,white pine,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,.,.,2014,
lyonlynva1,6/26/2014,nestbox,white pine,white pine,white pine,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,.,.,2014,
lyonlynva1,6/26/2014,nestbox,white pine,white pine,white pine,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,.,.,2014,
lyonlynva1,6/26/2014,nestbox,white pine,white pine,white pine,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,.,.,2014,
lyonlynva1,6/26/2014,nestbox,white pine,white pine,white pine,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,.,.,2014,
lyonlynva1,6/26/2014,nestbox,white pine,white pine,white pine,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,.,.,2014,
lyonlynva1,6/26/2014,nestbox,silver maple,silver maple,silver maple,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,1.5,6,5,.,.,2014,
lyonlynva1,6/26/2014,nestbox,tulip tree,tulip tree,tulip tree,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,2,8,8,.,.,2014,
lyonlynva1,6/26/2014,nestbox,tulip tree,tulip tree,tulip tree,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,2,8,8,.,.,2014,
lyonlynva1,6/26/2014,nestbox,red maple,red maple,red maple,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,1.5,1.5,.,.,2014,
lyonlynva1,6/26/2014,nestbox,tulip tree,tulip tree,tulip tree,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,6,4,1,.,.,2014,
lyonlynva1,6/26/2014,nestbox,red maple,red maple,red maple,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,3,2,.,.,2014,
lyonlynva1,6/26/2014,nestbox,red maple,red maple,red maple,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,1.5,1.5,.,.,2014,
lyonlynva1,6/26/2014,nestbox,red maple,red maple,red maple,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,1.5,1.5,.,.,2014,
lyonlynva1,6/26/2014,nestbox,red maple,red maple,red maple,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,1.5,1,.,.,2014,
lyonlynva1,6/26/2014,1,white oak,white oak,white oak,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,6,8,8,r,.,2014,
lyonlynva1,6/26/2014,1,tulip tree,tulip tree,tulip tree,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,4,6,6,r,.,2014,
lyonlynva1,6/26/2014,1,flowering dogwood,flowering dogwood,flowering dogwood,12,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.5,4,3,p,.,2014,
lyonlynva1,6/26/2014,1,river birch,river birch,river birch,14,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,9,2,3,p,.,2014,
lyonlynva1,6/26/2014,1,river birch,river birch,river birch,18,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,9,2,3,p,.,2014,
lyonlynva1,6/26/2014,1,river birch,river birch,river birch,18,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,9,2,3,p,.,2014,
lyonlynva1,6/26/2014,1,black cherry,black cherry,black cherry,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,5,4,p,.,2014,
lyonlynva1,6/26/2014,1,black cherry,black cherry,black cherry,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,5,4,p,.,2014,
lyonlynva1,6/26/2014,1,red maple,red maple,red maple,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,12,9,r,.,2014,
lyonlynva1,6/26/2014,2,zelkova,zelkova,zelkova,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,8,8,.,.,2014,
lyonlynva1,6/26/2014,2,ornamental holly,ornamental holly,ornamental holly,8,18,5,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,4,4,.,.,2014,
lyonlynva1,6/26/2014,2,ornamental holly,ornamental holly,ornamental holly,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,2,2.5,.,.,2014,
lyonlynva1,6/26/2014,2,pear,pear,pear,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,6,4,4,.,.,2014,
lyonlynva1,6/26/2014,2,crape myrtle,crape myrtle,crape myrtle,10,10,8,8,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,3,3,.,.,2014,
lyonlynva1,6/26/2014,3,sugar maple,sugar maple,sugar maple,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,8,6,p,.,2014,
lyonlynva1,6/26/2014,3,flowering dogwood,flowering dogwood,flowering dogwood,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,2.5,2,p,.,2014,
lyonlynva1,6/26/2014,3,star magnolia,star magnolia,star magnolia,6,6,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,2.5,2,p,.,2014,
lyonlynva1,6/26/2014,3,crape myrtle,crape myrtle,crape myrtle,15,14,12,12,10,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,6,0,p,.,2014,
lyonlynva1,6/26/2014,4,red maple,red maple,red maple,40,12,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.5,10,8,p,.,2014,
lyonlynva1,6/26/2014,4,pear,pear,pear,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.5,11,7,p,.,2014,
lyonlynva1,6/26/2014,4,pear,pear,pear,20,20,20,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.5,11,6,p,.,2014,
lyonlynva1,6/26/2014,4,pear,pear,pear,20,20,20,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.5,11,1,p,.,2014,
lyonlynva1,6/26/2014,4,leyland cypress,leyland cypress,leyland cypress,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,1,1,p,.,2014,
lyonlynva1,6/26/2014,4,leyland cypress,leyland cypress,leyland cypress,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,1,1,p,.,2014,
lyonlynva1,6/26/2014,4,ornamental holly,ornamental holly,ornamental holly,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,1,1,p,.,2014,
lyonlynva1,6/26/2014,4,crape myrtle,crape myrtle,crape myrtle,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,1.5,1,p,.,2014,
maheshedc1,6/27/2014,nestbox,tulip tree,tulip tree,tulip tree,101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,7,15,15,r,.,2014,
maheshedc1,6/27/2014,nestbox,black cherry,black cherry,black cherry,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,1,3,4,r,.,2014,
maheshedc1,6/27/2014,nestbox,american holly,american holly,american holly,37.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,5,4,p,.,2014,
maheshedc1,6/27/2014,nestbox,norway spruce,norway spruce,norway spruce,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,1.5,4,4,p,.,2014,
maheshedc1,6/27/2014,nestbox,southern magnolia,southern magnolia,southern magnolia,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,3,3,p,.,2014,
maheshedc1,6/27/2014,nestbox,southern magnolia,southern magnolia,southern magnolia,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,3,3,p,.,2014,
maheshedc1,6/27/2014,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.5,0,2,1.5,p,.,2014,
maheshedc1,6/27/2014,nestbox,american holly,american holly,american holly,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,1.5,6,6,p,.,2014,
maheshedc1,6/27/2014,nestbox,red cedar,red cedar,red cedar,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,1.5,5,5,p,.,2014,
maheshedc1,6/27/2014,nestbox,american holly,american holly,american holly,2,3,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,4.5,4.5,p,.,2014,
maheshedc1,6/27/2014,nestbox,american holly,american holly,american holly,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,1,1,s,.,2014,
maheshedc1,6/27/2014,nestbox,american holly,american holly,american holly,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,1,1,s,.,2014,
maheshedc1,6/27/2014,nestbox,cryptomeria,cryptomeria,cryptomeria,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.25,0,2,2,p,.,2014,
maheshedc1,6/27/2014,nestbox,laurel,laurel,laurel,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,2,2,p,.,2014,
maheshedc1,6/27/2014,1,white pine,white pine,white pine,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,2,5,6,unknown,.,2014,
maheshedc1,6/27/2014,1,white pine,white pine,white pine,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,3,2,unknown,.,2014,
maheshedc1,6/27/2014,1,leyland cypress,leyland cypress,leyland cypress,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,1.5,1.5,p,.,2014,
maheshedc1,6/27/2014,1,leyland cypress,leyland cypress,leyland cypress,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,1.5,1.5,p,.,2014,
maheshedc1,6/27/2014,1,cryptomeria,cryptomeria,cryptomeria,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,3,3,p,.,2014,
maheshedc1,6/27/2014,1,star magnolia,star magnolia,star magnolia,20,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,8,7,p,.,2014,
maheshedc1,6/27/2014,1,red oak,red oak,red oak,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,6,6,r,.,2014,
maheshedc1,6/27/2014,1,nandina,nandina,nandina,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,2,2,1,p,.,2014,
maheshedc1,6/27/2014,1,crape myrtle,crape myrtle,crape myrtle,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,2,2,unknown,.,2014,
maheshedc1,6/27/2014,1,black locust,black locust,black locust,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,3,2,unknown,.,2014,
maheshedc1,6/27/2014,1,pear,pear,pear,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.5,1.5,1.5,unknown,.,2014,
maheshedc1,6/27/2014,1,mulberry,mulberry,mulberry,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.25,0,2,2,unknown,.,2014,white mulberry
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1.5,0.5,0.5,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,1,2,1.5,unknown,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,0.5,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,1,1,unknown,.,2014,
maheshedc1,6/27/2014,1,chinese privet,chinese privet,chinese privet,3,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0,2,2,unknown,.,2014,
maheshedc1,6/27/2014,1,american holly,american holly,american holly,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,3,2,unknown,.,2014,
maheshedc1,6/27/2014,1,american holly,american holly,american holly,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,3,2,unknown,.,2014,
maheshedc1,6/27/2014,1,american holly,american holly,american holly,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,3,2,unknown,.,2014,
maheshedc1,6/27/2014,1,american holly,american holly,american holly,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,3,2,unknown,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.5,0.25,0.25,.,.,2014,
maheshedc1,6/27/2014,1,red cedar,red cedar,red cedar,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,2,1.5,.,.,2014,
maheshedc1,6/27/2014,1,black cherry,black cherry,black cherry,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,2,2,.,.,2014,
maheshedc1,6/27/2014,1,mulberry,mulberry,mulberry,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,2,2,.,.,2014,
maheshedc1,6/27/2014,2,japanese cherry,japanese cherry,japanese cherry,20,15,20,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,1.5,9,9,p,.,2014,
maheshedc1,6/27/2014,2,flowering dogwood,flowering dogwood,flowering dogwood,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,5,5,5,d,.,2014,
maheshedc1,6/27/2014,2,flowering dogwood,flowering dogwood,flowering dogwood,10,3,3,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,5,5,p,.,2014,
maheshedc1,6/27/2014,2,ornamental holly,ornamental holly,ornamental holly,15,8,8,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,2,4,5,.,.,2014,
maheshedc1,6/27/2014,3,black cherry,black cherry,black cherry,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,3,7,6,p,.,2014,
maheshedc1,6/27/2014,3,southern magnolia,southern magnolia,southern magnolia,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,6,6,p,.,2014,s. magnolia
maheshedc1,6/27/2014,3,rose of sharon,rose of sharon,rose of sharon,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,2,1.5,p,.,2014,
maheshedc1,6/27/2014,3,red cedar,red cedar,red cedar,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,6,8,8,p,.,2014,
maheshedc1,6/27/2014,3,rose of sharon,rose of sharon,rose of sharon,2,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,0.5,0.5,p,.,2014,
maheshedc1,6/27/2014,3,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,0.5,0.5,p,.,2014,
maheshedc1,6/27/2014,3,rose of sharon,rose of sharon,rose of sharon,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,0.5,0.5,p,.,2014,
maheshedc1,6/27/2014,3,blue spruce,blue spruce,blue spruce,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0.5,5,5,.,.,2014,spruce sp
maheshedc1,6/27/2014,4,persian ironwood,persian ironwood,persian ironwood,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,1,1,p,.,2014,
maheshedc1,6/27/2014,4,siberian elm,siberian elm,siberian elm,4,5,9,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.25,3.5,3.5,p,.,2014,
maheshedc1,6/27/2014,4,black gum,black gum,black gum,4.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,1.25,2,1.5,p,.,2014,
maheshedc1,6/27/2014,4,siberian elm,siberian elm,siberian elm,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,4,10,10,.,.,2014,
mannjandc1,6/28/2014,nestbox,red maple,red maple,red maple,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,9,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,japanese maple,japanese maple,japanese maple,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,3,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,black cherry,black cherry,black cherry,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,4,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,black cherry,black cherry,black cherry,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,4,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,japanese maple,japanese maple,japanese maple,8,5,4,3,8,8,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1,5,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,oriental cedar,oriental cedar,oriental cedar,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,rose of sharon,rose of sharon,rose of sharon,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,3,2,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,tulip tree,tulip tree,tulip tree,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,12,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,leyland cypress,leyland cypress,leyland cypress,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,2,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,southern magnolia,southern magnolia,southern magnolia,18,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,1,6,.,.,.,2014,
mannjandc1,6/28/2014,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,10,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,7,.,.,.,2014,
mannjandc1,6/28/2014,962 #4,japanese cherry,japanese cherry,japanese cherry,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,1.5,5,5,p,.,2014,
mannjandc1,6/28/2014,962 #4,japanese cherry,japanese cherry,japanese cherry,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,1.5,5,5,p,.,2014,
mannjandc1,6/28/2014,962 #4,crape myrtle,crape myrtle,crape myrtle,4,3,2,4,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,3,3,p,.,2014,
mannjandc1,6/28/2014,962 #4,crape myrtle,crape myrtle,crape myrtle,4,2,5,4,4,4,4,2,2,14,.,.,.,.,.,.,.,.,.,.,.,.,5,0.5,4,4,p,.,2014,
mannjandc1,6/28/2014,962 #4,crape myrtle,crape myrtle,crape myrtle,4,2,5,4,4,4,4,2,2,14,.,.,.,.,.,.,.,.,.,.,.,.,5,0.5,4,4,p,.,2014,
mannjandc1,6/28/2014,962 #4,crape myrtle,crape myrtle,crape myrtle,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,.,.,.,.,.,.,.,6,1.5,4,4,p,.,2014,
mannjandc1,6/28/2014,963 #4,flowering dogwood,flowering dogwood,flowering dogwood,6,6,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,4,4,p,.,2014,
mannjandc1,6/28/2014,963 #4,flowering dogwood,flowering dogwood,flowering dogwood,6,6,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,4,4,p,.,2014,
mannjandc1,6/28/2014,963 #4,white oak,white oak,white oak,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,5,6,6,p,.,2014,
mannjandc1,6/28/2014,963 #4,white oak,white oak,white oak,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,5,6,6,p,.,2014,
mannjandc1,6/28/2014,963 #4,flowering dogwood,flowering dogwood,flowering dogwood,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,3,3,p,.,2014,
mannjandc1,6/28/2014,963 #4,japanese cherry,japanese cherry,japanese cherry,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.5,3,3,p,.,2014,
mannjandc1,6/28/2014,963 #4,american holly,american holly,american holly,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0.5,5,5,p,.,2014,
mannjandc1,6/28/2014,963 #4,flowering dogwood,flowering dogwood,flowering dogwood,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1.5,3,3,p,.,2014,
mannjandc1,6/28/2014,963 #4,mulberry,mulberry,mulberry,15,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,3,6,6,p,.,2014,
mannjandc1,6/28/2014,963 #4,flowering dogwood,flowering dogwood,flowering dogwood,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2.5,3,3,p,.,2014,
