site,date,point,shrubspp,shrub_format,tree check,height,width,depth,notes,year
ederedwva1,7/4/2014,1,pierus,pieris,pieris,1,1,1,.,2014
ederedwva1,7/4/2014,1,chinese privet,chinese privet,chinese privet,2,1,1,.,2014
ederedwva1,7/4/2014,1,chinese privet,chinese privet,chinese privet,2,1,1,.,2014
ederedwva1,7/4/2014,1,chinese privet,chinese privet,chinese privet,2,1,1,.,2014
ederedwva1,7/4/2014,1,chinese privet,chinese privet,chinese privet,2,1,1,.,2014
ederedwva1,7/4/2014,1,chinese privet,chinese privet,chinese privet,2,1,1,.,2014
ederedwva1,7/4/2014,1,chinese privet,chinese privet,chinese privet,2,1,1,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,2,2,2,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,2,2,2,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,2,2,2,.,2014
ederedwva1,7/4/2014,4,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,1.5,1.5,.,2014
ederedwva1,7/4/2014,4,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,1.5,1.5,.,2014
ederedwva1,7/4/2014,4,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,1.5,1.5,.,2014
ederedwva1,7/4/2014,4,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,1.5,1.5,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,1,1,1,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,1,1,1,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,1,1,1,.,2014
ederedwva1,7/4/2014,4,azalea,azalea,azalea,1,1,1,.,2014
eggelesva1,7/6/2014,1,azalea,azalea,azalea,1,1,1,.,2014
eggelesva1,7/6/2014,1,azalea,azalea,azalea,1,1,1,.,2014
eggelesva1,7/6/2014,1,azalea,azalea,azalea,1,1,1,.,2014
eggelesva1,7/6/2014,1,azalea,azalea,azalea,1,1,1,.,2014
eggelesva1,7/6/2014,1,azalea,azalea,azalea,1,1,1,.,2014
eggelesva1,7/6/2014,1,nandina,nandina,nandina,1.5,1,1,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,1,ornamental rose,ornamental rose,ornamental rose,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,3,lilac,lilac,lilac,3,1.5,1.5,.,2014
eggelesva1,7/6/2014,3,crape myrtle,crape myrtle,crape myrtle,3,1.25,1.25,.,2014
eggelesva1,7/6/2014,3,crape myrtle,crape myrtle,crape myrtle,3,1.25,1.25,.,2014
eggelesva1,7/6/2014,3,crape myrtle,crape myrtle,crape myrtle,3,1.25,1.25,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1,1,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1,1,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1,1,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1,1,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1,1,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1.25,1.5,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1.5,1.5,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1.5,1.5,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1.5,1.5,.,2014
eggelesva1,7/6/2014,3,privet,privet,privet,1.5,1.5,1.5,.,2014
eggelesva1,7/6/2014,3,azalea,azalea,azalea,1.5,1.25,1.25,.,2014
eggelesva1,7/6/2014,3,maple leaf viburnum,maple leaf viburnum,maple leaf viburnum,2,1.25,1.25,.,2014
eggelesva1,7/6/2014,4,rhododendron,rhododendron,rhododendron,2,1.25,1.25,.,2014
eggelesva1,7/6/2014,4,rose of sharon,rose of sharon,rose of sharon,2,2,2,.,2014
eggelesva1,7/6/2014,4,nandina,nandina,nandina,2,1.5,1.25,.,2014
eggelesva1,7/6/2014,4,nandina,nandina,nandina,1.25,1,0.5,.,2014
eggelesva1,7/6/2014,4,elaeagnus,elaeagnus,elaeagnus,3,1.5,1,olive,2014
eggelesva1,7/6/2014,nestbox,ornamental holly,ornamental holly,ornamental holly,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2014
eggelesva1,7/6/2014,nestbox,euonymus,euonymus,euonymus,1,1,1,varigated,2014
eggelesva1,7/6/2014,nestbox,ornamental holly,ornamental holly,ornamental holly,1.25,1.25,1.25,.,2014
eggelesva1,7/6/2014,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,2,2,2,.,2014
eggelesva1,7/6/2014,nestbox,euonymus,euonymus,euonymus,1,1,1,varigated,2014
evanmicmd1,6/9/2014,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,0.5,1.5,1.5,.,2014
evanmicmd1,6/9/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.5,1.5,1.5,.,2014
evanmicmd1,6/9/2014,nestbox,boxwood,boxwood,boxwood,1.5,1,1,.,2014
evanmicmd1,6/9/2014,nestbox,rhododendron,rhododendron,rhododendron,1.5,15,1.5,.,2014
evanmicmd1,6/9/2014,nestbox,lilac,lilac,lilac,1,0.5,0.5,.,2014
evanmicmd1,6/9/2014,nestbox,boxwood,boxwood,boxwood,1,0.5,0.5,.,2014
evanmicmd1,6/9/2014,nestbox,boxwood,boxwood,boxwood,1.5,1.5,1,.,2014
evanmicmd1,6/9/2014,nestbox,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
evanmicmd1,6/9/2014,nestbox,azalea,azalea,azalea,1,1.5,0.5,.,2014
evanmicmd1,6/9/2014,1,ornamental rose,ornamental rose,ornamental rose,2,2,3,.,2014
evanmicmd1,6/9/2014,1,boxwood,boxwood,boxwood,1.5,3,3,.,2014
evanmicmd1,6/9/2014,1,boxwood,boxwood,boxwood,1.5,0.5,1,.,2014
evanmicmd1,6/9/2014,1,boxwood,boxwood,boxwood,1.5,2,2,.,2014
evanmicmd1,6/9/2014,1,boxwood,boxwood,boxwood,2,2,2,.,2014
evanmicmd1,6/9/2014,1,boxwood,boxwood,boxwood,0.5,1,1,.,2014
evanmicmd1,6/9/2014,1,boxwood,boxwood,boxwood,2,2,1,.,2014
evanmicmd1,6/9/2014,1,unknown,unknown,unknown,1.5,3,2,.,2014
evanmicmd1,6/9/2014,1,unknown,unknown,unknown,1.5,2,2,.,2014
evanmicmd1,6/9/2014,1,unknown,unknown,unknown,2,3,3,.,2014
evanmicmd1,6/9/2014,2,bush honeysuckle,bush honeysuckle,bush honeysuckle,1.5,0.5,0.5,.,2014
evanmicmd1,6/9/2014,2,rhododendron,rhododendron,rhododendron,1,1,1,.,2014
evanmicmd1,6/9/2014,2,rhododendron,rhododendron,rhododendron,1,1,1,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,1,1.5,1.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,1,1.5,1.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,1,1.5,1.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,1,1.5,1.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,1,1.5,1.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,1,1.5,1.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,0.75,0.5,0.5,.,2014
evanmicmd1,6/9/2014,2,boxwood,boxwood,boxwood,0.75,0.5,0.5,.,2014
evanmicmd1,6/9/2014,2,unknown,unknown,unknown,1,1,1,.,2014
evanmicmd1,6/9/2014,2,bamboo,bamboo,bamboo,1.5,1,1,.,2014
evanmicmd1,6/9/2014,2,burning bush,burning bush,burning bush,1,1,1,.,2014
evanmicmd1,6/9/2014,2,burning bush,burning bush,burning bush,1,1,1,.,2014
evanmicmd1,6/9/2014,3,viburnum sp.,viburnum sp.,viburnum sp.,2,2,2,.,2014
evanmicmd1,6/9/2014,3,lilac,lilac,lilac,3,1.5,1,.,2014
evanmicmd1,6/9/2014,3,yew,yew,yew,1.5,2,2,.,2014
evanmicmd1,6/9/2014,3,ornamental rose,ornamental rose,ornamental rose,1,2,2,.,2014
evanmicmd1,6/9/2014,3,ornamental rose,ornamental rose,ornamental rose,1,0.25,0.25,.,2014
evanmicmd1,6/9/2014,3,unknown (conifer),unknown (conifer),unknown (conifer),1,1,1,.,2014
evanmicmd1,6/9/2014,3,juniper,juniper,juniper,0.25,0.25,0.25,.,2014
evanmicmd1,6/9/2014,4,unknown shrub,unknown shrub,unknown shrub,1,1,0.5,.,2014
evanmicmd1,6/9/2014,4,unknown shrub,unknown shrub,unknown shrub,2,0.5,0.25,.,2014
evanmicmd1,6/9/2014,4,unknown shrub,unknown shrub,unknown shrub,1.5,1,0.5,.,2014
evanmicmd1,6/9/2014,4,bush honeysuckle,bush honeysuckle,bush honeysuckle,2,1,0.5,.,2014
evanmicmd1,6/9/2014,4,boxwood,boxwood,boxwood,1.5,1.5,0.75,.,2014
fiercarmd1,6/28/2014,nestbox,aucuba japonica,aucuba japonica,aucuba japonica,3,2,1,.,2014
fiercarmd1,6/28/2014,nestbox,aucuba japonica,aucuba japonica,aucuba japonica,3,2,1,.,2014
fiercarmd1,6/28/2014,nestbox,aucuba japonica,aucuba japonica,aucuba japonica,3,2,1,.,2014
fiercarmd1,6/28/2014,nestbox,aucuba japonica,aucuba japonica,aucuba japonica,3,2,1,.,2014
fiercarmd1,6/28/2014,nestbox,aucuba japonica,aucuba japonica,aucuba japonica,3,2,1,.,2014
fiercarmd1,6/28/2014,nestbox,aucuba japonica,aucuba japonica,aucuba japonica,3,2,1,.,2014
fiercarmd1,6/28/2014,nestbox,euonymus,euonymus,euonymus,1.5,3,3,.,2014
fiercarmd1,6/28/2014,nestbox,azalea,azalea,azalea,1,1,1,.,2014
fiercarmd1,6/28/2014,nestbox,azalea,azalea,azalea,1,1,1,.,2014
fiercarmd1,6/28/2014,nestbox,azalea,azalea,azalea,1,1,1,.,2014
fiercarmd1,6/28/2014,nestbox,azalea,azalea,azalea,1,1,1,.,2014
fiercarmd1,6/28/2014,nestbox,winterberry,winterberry,winterberry,1,0.5,0.5,.,2014
fiercarmd1,6/28/2014,nestbox,winterberry,winterberry,winterberry,1,0.5,0.5,.,2014
fiercarmd1,6/28/2014,nestbox,ornamental holly,ornamental holly,ornamental holly,0.5,0.5,0.5,.,2014
fiercarmd1,6/28/2014,nestbox,ornamental holly,ornamental holly,ornamental holly,0.5,0.5,0.5,.,2014
fiercarmd1,6/28/2014,nestbox,blue spruce,blue spruce,blue spruce,1,1,1,ruby variety,2014
fiercarmd1,6/28/2014,957 #4,azalea,azalea,azalea,1,1,1,.,2014
fiercarmd1,6/28/2014,957 #4,azalea,azalea,azalea,1,1,1,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,959 #4,azalea,azalea,azalea,1,1.5,1.5,.,2014
fiercarmd1,6/28/2014,959 #4,azalea,azalea,azalea,1,1.5,1.5,.,2014
fiercarmd1,6/28/2014,959 #4,azalea,azalea,azalea,1,1.5,1.5,.,2014
fiercarmd1,6/28/2014,959 #4,aucuba japonica,aucuba japonica,aucuba japonica,2,2,1,.,2014
fiercarmd1,6/28/2014,959 #4,boxwood,boxwood,boxwood,3,2,2,.,2014
fiercarmd1,6/28/2014,959 #4,boxwood,boxwood,boxwood,3,2,2,.,2014
fiercarmd1,6/28/2014,959 #4,boxwood,boxwood,boxwood,3,2,2,.,2014
fiercarmd1,6/28/2014,959 #4,unknown,unknown,unknown,1.5,1,1,.,2014
fiercarmd1,6/28/2014,960 #4,lilac,lilac,lilac,2.5,1.5,1,.,2014
fiercarmd1,6/28/2014,960 #4,azalea,azalea,azalea,1.5,1,1,.,2014
fiercarmd1,6/28/2014,960 #4,forsythia,forsythia,forsythia,3,3,2,.,2014
fiercarmd1,6/28/2014,960 #4,aucuba japonica,aucuba japonica,aucuba japonica,3,2,2,.,2014
fiercarmd1,6/28/2014,960 #4,chinese privet,chinese privet,chinese privet,1.5,1.25,1.25,.,2014
fiercarmd1,6/28/2014,960 #4,hydrangea,hydrangea,hydrangea,1,1,1,.,2014
fishferva1,6/22/2014,nestbox,abelia,abelia,abelia,1,1,0.25,.,2014
fishferva1,6/22/2014,nestbox,abelia,abelia,abelia,1,1,0.25,.,2014
fishferva1,6/22/2014,nestbox,viburnum sp.,viburnum sp.,viburnum sp.,1.5,1,1.5,bitchiu viburnum,2014
fishferva1,6/22/2014,nestbox,unknown shrub,unknown shrub,unknown shrub,0.25,0.25,0.25,.,2014
fishferva1,6/22/2014,nestbox,ornamental holly,ornamental holly,ornamental holly,1.5,1.5,1,ilex crenata,2014
fishferva1,6/22/2014,nestbox,spirea,spirea,spirea,1,1.25,1.25,spirea japonica,2014
fishferva1,6/22/2014,nestbox,yew,yew,yew,1,1.25,1.25,.,2014
fishferva1,6/22/2014,nestbox,yew,yew,yew,1,1.25,1.25,.,2014
fishferva1,6/22/2014,nestbox,yew,yew,yew,1,1.25,1.25,.,2014
fishferva1,6/22/2014,nestbox,english laurel,english laurel,english laurel,1.5,0.5,1,.,2014
fishferva1,6/22/2014,nestbox,english laurel,english laurel,english laurel,1.5,0.5,1,.,2014
fishferva1,6/22/2014,nestbox,english laurel,english laurel,english laurel,1.5,0.5,1,.,2014
fishferva1,6/22/2014,nestbox,boxwood,boxwood,boxwood,0.5,1,0.5,.,2014
fishferva1,6/22/2014,nestbox,boxwood,boxwood,boxwood,0.5,1,0.5,.,2014
fishferva1,6/22/2014,nestbox,boxwood,boxwood,boxwood,0.5,1,0.5,.,2014
fishferva1,6/22/2014,nestbox,boxwood,boxwood,boxwood,0.5,1,0.5,.,2014
fishferva1,6/22/2014,nestbox,boxwood,boxwood,boxwood,0.5,1,0.5,.,2014
fishferva1,6/22/2014,nestbox,boxwood,boxwood,boxwood,0.5,1,0.5,.,2014
fishferva1,6/22/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.25,1,1,.,2014
fishferva1,6/22/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.25,1,1,.,2014
fishferva1,6/22/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.25,1,1,.,2014
fishferva1,6/22/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.25,1,1,.,2014
fishferva1,6/22/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.25,1,1,.,2014
fishferva1,6/22/2014,nestbox,ornamental rose,ornamental rose,ornamental rose,1.25,1,1,.,2014
fishferva1,6/22/2014,nestbox,azalea,azalea,azalea,1,1,0.25,.,2014
fishferva1,6/22/2014,nestbox,cornelian cherry dogwood,cornelian cherry dogwood,cornelian cherry dogwood,1.25,1,1,.,2014
fishferva1,6/22/2014,2,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,2,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,2,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,2,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,2,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,2,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,2,yew,yew,yew,0.5,0.25,0.25,.,2014
fishferva1,6/22/2014,2,yew,yew,yew,0.5,0.25,0.25,.,2014
fishferva1,6/22/2014,2,yew,yew,yew,0.5,0.25,0.25,.,2014
fishferva1,6/22/2014,2,unknown,unknown,unknown,0.25,0.25,0.25,.,2014
fishferva1,6/22/2014,2,unknown,unknown,unknown,0.25,0.25,0.25,.,2014
fishferva1,6/22/2014,2,unknown,unknown,unknown,0.25,0.25,0.25,.,2014
fishferva1,6/22/2014,3,ornamental rose,ornamental rose,ornamental rose,1.6,0.5,1,.,2014
fishferva1,6/22/2014,3,spirea,spirea,spirea,0.5,0.25,0.5,spirea japonica,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,2,1,1,.,2014
fishferva1,6/22/2014,3,euonymus japonicus,euonymus japonicus,euonymus japonicus,2,2.5,2,.,2014
fishferva1,6/22/2014,3,laurel,laurel,laurel,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,laurel,laurel,laurel,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,laurel,laurel,laurel,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,laurel,laurel,laurel,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,1.5,1.5,1.5,.,2014
fishferva1,6/22/2014,3,forsythia,forsythia,forsythia,1.5,1.25,1.25,.,2014
fishferva1,6/22/2014,3,forsythia,forsythia,forsythia,1,1.25,1,.,2014
fishferva1,6/22/2014,3,abelia,abelia,abelia,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,3,abelia,abelia,abelia,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,3,abelia,abelia,abelia,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,3,bush honeysuckle,bush honeysuckle,bush honeysuckle,2,1,1,.,2014
fishferva1,6/22/2014,3,pin oak,pin oak,pin oak,1,1.5,1.5,.,2014
fishferva1,6/22/2014,3,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,3,azalea,azalea,azalea,0.5,1,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,1,1,1,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fishferva1,6/22/2014,4,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2014
fuislisva2,7/2/2014,nestbox,euonymus,euonymus,euonymus,2,1,1.5,.,2014
fuislisva2,7/2/2014,nestbox,coral honeysuckle,coral honeysuckle,coral honeysuckle,2,0.2,0.1,.,2014
fuislisva2,7/2/2014,nestbox,english ivy,english ivy,english ivy,5,0.1,0.1,.,2014
fuislisva2,7/2/2014,1,ornamental rose,ornamental rose,ornamental rose,1.75,0.5,0.25,.,2014
fuislisva2,7/2/2014,1,yew,yew,yew,2,1.5,2,.,2014
fuislisva2,7/2/2014,1,yew,yew,yew,2,1.5,2,.,2014
fuislisva2,7/2/2014,1,boxwood,boxwood,boxwood,1.25,0.5,0.5,.,2014
